VD;VD_AP;VD_0S;VD_HAP;VD_0AP;VD_HS;CONT.PREC;OCORRENCIA;CONT.SEGUINTE;ITEM.LEXICAL;TRANSC.FONOLOGICA;CONT.FON.PREC;CFP_abertura;CFP_anterioridade;CFP_tracoposicao1;CFP_tracoposicao2;CONT.FON.SEG;CFS_pontoc;CFS_sonor;TONICIDADE;POSICAO.S;CLASSE.MORFOLOGICA;CLASSE.MORFOLOGICA2;CLASSE.MORFOLOGICA3;MORFEMA.PLURAL;MORFEMA.PLURAL2;MUDANCA.SENTIDO;ESTILO;ARQUIVO;ANO.ENTREVISTA;LOCALIZACAO;PERFIL;ESTADO;PARTICIPANTE;SEXO;IDADE;FAIXA.ETARIA;ESCOLARIDADE;ESCOLARIDADE2;OCUPACAO;INDICE.SOCIO;CLASSE.SOCIAL;CLASSE.SOCIAL.BC;CLASSE.SOCIAL.BCC;IDADE.MIGRACAO;IDADE.MIGRACAO2;TEMPO.SP;TEMPO.SP2;PROP.VIDA.SP;PROP.VIDA.SP2;CID.ORIGEM;CID.RESIDENCIA;MOTIVO;AMIGOS;VIZINHOS;COLEGAS.ESTADO;COLEGAS.NE;COMIDA;MUSICA;CONVERSA;VOLTA;ONDE.MORARIA;ESTADUALIDADE;PAULISTIDADE;NORDESTINIDADE;DIF.SP;DIF.NE;DIF.FALAR;IMOVEL;PROPRIEDADE;NQUARTOS;NBANHEIROS;NPESSOAS;NRENDA;RENDA.IND;RENDA.FAM;ESCOLA.PAI;OCUPACAO.PAI;ESCOLA.MAE;OCUPACAO.MAE;QUALIDADE.GRAV;NATURALIDADE.GRAV;PONTUACAO;DOCUMENTADOR;DURACAO;INDICE.REDE.EST;INDICE.REDE.NE;INDICE.HABITOS
A;A;S;AP;AP;S;mais <0> pra ali ali pra;aquelas <A>;banda do centro ali eu;aquelas;a-'ke-la$;a;aberta;central;menos.anterior;menos.posterior;b;dorsal.labial;sonora;atona;final;pronomedemons;pronome;gramatical;sim;sim;nao;conversa;ALCP_2018MB-_RicardoR;2018;00:32:45.882;MB-;AL;RicardoR;masculino;27;1a;fund2;fund;Balconista de bar;1,92;D;baixa;baixa;23;20+;0;9-;0;ate1quarto;Arapiraca;Holambra;trabalho;maioria;varios;varios;nao;nunca;sempre;1xmes;1xano;estado.origem;9;3;10;10;8;10;outro;alugado;2;1;2;1;1a2SM;1a2SM;analfabeto;NC;analfabeto;agricultora;2-ruidoalto;5;94;Marina Russo;00h48min14seg;8;10;7
A;A;S;AP;AP;S;minha mãe varria aquele terreiro com;aquelas <A>;vassoura de mato de guan/;aquelas;a-'ke-la$;a;aberta;central;menos.anterior;menos.posterior;v;dorsal.labial;sonora;atona;final;pronomedemons;pronome;gramatical;sim;sim;nao;conversa;PBCP_2017FA+_EdileneB;2017;00:32:51.026;FA+;PB;EdileneB;feminino;38;2a.3a;fund2;fund;Dona de casa;1,5;E;baixa;baixa;17;19-;21;10+;55;maismetade;NA;Campinas;familia;nenhum;alguns;nao;alguns;nunca;nunca;todo.dia;nunca;outro;8;5;8;10;3;8;casa;proprio;1;1;5;1;NC;1a2SM;NC;Agricultor;NC;Merendeira;3-ruidomedio;5;89;Fernanda Guirelli;00h53min45seg;3;4;3
A;A;S;AP;AP;S;não tinha nem luz <A> era;aquelas <A>;lamparina chamava de candieiro né;aquelas;a-'ke-la$;a;aberta;central;menos.anterior;menos.posterior;l;coronal;sonora;atona;final;pronomedemons;pronome;gramatical;sim;sim;nao;conversa;PBCP_2017FA+_EdileneB;2017;00:32:51.026;FA+;PB;EdileneB;feminino;38;2a.3a;fund2;fund;Dona de casa;1,5;E;baixa;baixa;17;19-;21;10+;55;maismetade;NA;Campinas;familia;nenhum;alguns;nao;alguns;nunca;nunca;todo.dia;nunca;outro;8;5;8;10;3;8;casa;proprio;1;1;5;1;NC;1a2SM;NC;Agricultor;NC;Merendeira;3-ruidomedio;5;89;Fernanda Guirelli;00h53min45seg;3;4;3
A;A;S;AP;AP;S;| S aqueles <A> | S;aquelas <A>;panela enormes <A> | S;aquelas;a-'ke-la$;a;aberta;central;menos.anterior;menos.posterior;p;dorsal.labial;surda;atona;final;pronomedemons;pronome;gramatical;sim;sim;nao;conversa;PBCP_2017FA+_EdileneB;2017;00:32:56.958;FA+;PB;EdileneB;feminino;38;2a.3a;fund2;fund;Dona de casa;1,5;E;baixa;baixa;17;19-;21;10+;55;maismetade;NA;Campinas;familia;nenhum;alguns;nao;alguns;nunca;nunca;todo.dia;nunca;outro;8;5;8;10;3;8;casa;proprio;1;1;5;1;NC;1a2SM;NC;Agricultor;NC;Merendeira;3-ruidomedio;5;89;Fernanda Guirelli;00h53min45seg;3;4;3
A;A;S;AP;AP;S;vai lá no clube você tem;aquelas <A>;festa <P> aqui você não;aquelas;a-'ke-la$;a;aberta;central;menos.anterior;menos.posterior;f;dorsal.labial;surda;atona;final;pronomedemons;pronome;gramatical;sim;sim;nao;conversa;PBCP_2017FB+_MarisaR;2017;00:33:06.992;FB+;PB;MarisaR;feminino;45;2a.3a;fund2;fund;Diarista;1,83;D;baixa;baixa;19;19-;26;10+;58;maismetade;Soledade;Paulinia;familia;maioria;varios;nao;nao;1xsemana;sempre;todo.dia;1xano;estado.origem;10;6;10;10;8;10;casa;proprio;2;2;5;1;1a2SM;1a2SM;NC;Aposentado;NC;Aposentada;3-ruidomedio;5;94;Fernanda Guirelli;00h43min59seg;9;11;11
A;A;S;AP;AP;S;<A> entendeu? | S de ajudar;aquelas <A>;pessoas <0> que são sofrida;aquelas;a-'ke-la$;a;aberta;central;menos.anterior;menos.posterior;p;dorsal.labial;surda;atona;final;pronomedemons;pronome;gramatical;sim;sim;nao;conversa;PBCP_2017FB+_RoselinaM;2017;00:33:10.376;FB+;PB;RoselinaM;feminino;41;2a.3a;fund2;fund;Diarista;1,83;D;baixa;baixa;23;20+;18;10+;44;de1a2quartos;Soledade;Paulinia;trabalho;poucos;alguns;nao;nao;1xsemana;nunca;todo.dia;nunca;outro;10;3;10;10;8;10;casa;proprio;3+;3+;4;2;1a2SM;2a4SM;NC;Aposentado;NC;Aposentada;4-ruidobaixo;5;97;Fernanda Guirelli;00h48min17seg;4;4;5
A;A;S;AP;AP;S;é cheio daquelas <A> menininhas <A>;aquelas <A>;coisa tudo se preocupando em;aquelas;a-'ke-la$;a;aberta;central;menos.anterior;menos.posterior;k;dorsal.labial;surda;atona;final;pronomedemons;pronome;gramatical;sim;sim;nao;conversa;PBCP_2018FB-_RosemaraA;2018;00:33:20.151;FB-;PB;RosemaraA;feminino;35;2a.3a;medio;medio.superior;Diarista;1,92;D;baixa;baixa;30;20+;5;9-;14;ate1quarto;Soledade;Paulinia;trabalho;poucos;nao;nao;alguns;tododia;as.vezes;todo.dia;1xano;estado.origem;10;7;10;5;0;10;casa;alugado;3+;1;2;2;1a2SM;2a4SM;fund1;Aposentado;analfabeto;Aposentada;4-ruidobaixo;5;97;Fernanda Guirelli;01h13min12seg;6;6;11
A;A;S;AP;AP;S;a minha mãe é assim sabe;aqueles <A>;| S aquelas <A> velha;aqueles;a-'ke-le$;e;meia.fechada;anterior;mais.anterior;menos.posterior;#;#;#;atona;final;pronomedemons;pronome;gramatical;sim;sim;nao;conversa;ALCP_2017FB-_JosileideS;2017;00:33:31.914;FB-;AL;JosileideS;feminino;33;1a;fund1;fund;auxiliar-cozinha;1,1;E;baixa;baixa;31;20+;1;9-;0;ate1quarto;Taquarana;Campinas;trabalho;maioria;nao;nao;alguns;tododia;as.vezes;1xmes;nunca;estado.origem;10;0;10;10;5;10;casa;alugado;2;1;4;2;1SM;1a2SM;analfabeto;agricultor;analfabeto;agricultora;2-ruidoalto;5;73;Fernanda Guirelli;01h24min24seg;5;7;7
A;A;S;AP;AP;S;<A> cara são inteligente eu acho;aqueles <A>;cara muito inteligente eu pago;aqueles;a-'ke-le$;e;meia.fechada;anterior;mais.anterior;menos.posterior;k;dorsal.labial;surda;atona;final;pronomedemons;pronome;gramatical;sim;sim;nao;conversa;ALCP_2017MB-_JosueA;2017;00:33:31.914;MB-;AL;JosueA;masculino;23;1a;fund2;fund;cozinheiro;2,09;C2;baixa;media;22;20+;2;9-;9;ate1quarto;Campo Grande;Campinas;trabalho;maioria;nao;varios;varios;tododia;as.vezes;todo.dia;1xano;outro;10;2;10;10;0;9;casa;NC;3+;1;4;2;1a2SM;1SM;medio;Agricultor;analfabeto;Agricultora;2-ruidoalto;5;88;Fernanda Guirelli;00h45min36seg;10;12;9
A;A;S;AP;AP;S;mesmo <0> | S sempre tem;aqueles <A>;comentário chato | D1 uhum;aqueles;a-'ke-le$;e;meia.fechada;anterior;mais.anterior;menos.posterior;k;dorsal.labial;surda;atona;final;pronomedemons;pronome;gramatical;sim;sim;nao;conversa;ALCP_2017MB-_JosueA;2017;00:33:39.540;MB-;AL;JosueA;masculino;23;1a;fund2;fund;cozinheiro;2,09;C2;baixa;media;22;20+;2;9-;9;ate1quarto;Campo Grande;Campinas;trabalho;maioria;nao;varios;varios;tododia;as.vezes;todo.dia;1xano;outro;10;2;10;10;0;9;casa;NC;3+;1;4;2;1a2SM;1SM;medio;Agricultor;analfabeto;Agricultora;2-ruidoalto;5;88;Fernanda Guirelli;00h45min36seg;10;12;9
A;A;S;AP;AP;S;<0> antigamente ele enfeita/ ele enfeitava;aqueles <A>;(pé de pau) todinho ali;aqueles;a-'ke-le$;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;final;pronomedemons;pronome;gramatical;sim;sim;nao;conversa;ALCP_2018MB-_RicardoR;2018;00:33:43.087;MB-;AL;RicardoR;masculino;27;1a;fund2;fund;Balconista de bar;1,92;D;baixa;baixa;23;20+;0;9-;0;ate1quarto;Arapiraca;Holambra;trabalho;maioria;varios;varios;nao;nunca;sempre;1xmes;1xano;estado.origem;9;3;10;10;8;10;outro;alugado;2;1;2;1;1a2SM;1a2SM;analfabeto;NC;analfabeto;agricultora;2-ruidoalto;5;94;Marina Russo;00h48min14seg;8;10;7
A;A;S;AP;AP;S;dos <A> vizinho | S cajú;aqueles <A>;cajú enorme era uma felicidade;aqueles;a-'ke-le$;e;meia.fechada;anterior;mais.anterior;menos.posterior;k;dorsal.labial;surda;atona;final;pronomedemons;pronome;gramatical;sim;sim;nao;conversa;PBCP_2017FA+_EdileneB;2017;00:34:02.430;FA+;PB;EdileneB;feminino;38;2a.3a;fund2;fund;Dona de casa;1,5;E;baixa;baixa;17;19-;21;10+;55;maismetade;NA;Campinas;familia;nenhum;alguns;nao;alguns;nunca;nunca;todo.dia;nunca;outro;8;5;8;10;3;8;casa;proprio;1;1;5;1;NC;1a2SM;NC;Agricultor;NC;Merendeira;3-ruidomedio;5;89;Fernanda Guirelli;00h53min45seg;3;4;3
A;A;S;AP;AP;S;eu era pequena ainda | S;aqueles <A>;| S aquelas <A> panela;aqueles;a-'ke-le$;e;meia.fechada;anterior;mais.anterior;menos.posterior;#;#;#;atona;final;pronomedemons;pronome;gramatical;sim;sim;nao;conversa;PBCP_2017FA+_EdileneB;2017;00:34:07.221;FA+;PB;EdileneB;feminino;38;2a.3a;fund2;fund;Dona de casa;1,5;E;baixa;baixa;17;19-;21;10+;55;maismetade;NA;Campinas;familia;nenhum;alguns;nao;alguns;nunca;nunca;todo.dia;nunca;outro;8;5;8;10;3;8;casa;proprio;1;1;5;1;NC;1a2SM;NC;Agricultor;NC;Merendeira;3-ruidomedio;5;89;Fernanda Guirelli;00h53min45seg;3;4;3
A;A;S;AP;AP;S;| S igual nós <A> paraibano;aqueles <A>;mais <A> antigo fala mais;aqueles;a-'ke-le$;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;atona;final;pronomedemons;pronome;gramatical;sim;sim;nao;conversa;PBCP_2017FB+_RoselinaM;2017;00:34:18.128;FB+;PB;RoselinaM;feminino;41;2a.3a;fund2;fund;Diarista;1,83;D;baixa;baixa;23;20+;18;10+;44;de1a2quartos;Soledade;Paulinia;trabalho;poucos;alguns;nao;nao;1xsemana;nunca;todo.dia;nunca;outro;10;3;10;10;8;10;casa;proprio;3+;3+;4;2;1a2SM;2a4SM;NC;Aposentado;NC;Aposentada;4-ruidobaixo;5;97;Fernanda Guirelli;00h48min17seg;4;4;5
A;A;S;AP;AP;S;já se expressa <A> diferente né;aqueles <A>;mais <A> antigo já |;aqueles;a-'ke-le$;e;meia.fechada;anterior;mais.anterior;menos.posterior;m;dorsal.labial;sonora;atona;final;pronomedemons;pronome;gramatical;sim;sim;nao;conversa;PBCP_2017FB+_RoselinaM;2017;00:34:24.555;FB+;PB;RoselinaM;feminino;41;2a.3a;fund2;fund;Diarista;1,83;D;baixa;baixa;23;20+;18;10+;44;de1a2quartos;Soledade;Paulinia;trabalho;poucos;alguns;nao;nao;1xsemana;nunca;todo.dia;nunca;outro;10;3;10;10;8;10;casa;proprio;3+;3+;4;2;1a2SM;2a4SM;NC;Aposentado;NC;Aposentada;4-ruidobaixo;5;97;Fernanda Guirelli;00h48min17seg;4;4;5
A;A;S;AP;AP;S;Rio mesmo <A> sabe? | S;aqueles <A>;pontos <A> mais <A> turístico;aqueles;a-'ke-le$;e;meia.fechada;anterior;mais.anterior;menos.posterior;p;dorsal.labial;surda;atona;final;pronomedemons;pronome;gramatical;sim;sim;nao;conversa;PBCP_2018FB-_LucianaB;2018;00:34:24.555;FB-;PB;LucianaB;feminino;27;1a;superior;medio.superior;Operadora de caixa;2,38;C2;baixa;media;22;20+;6;9-;22;ate1quarto;Sousa;Campinas;familia;maioria;nao;varios;nao;1xmes;sempre;todo.dia;nunca;outro;10;8;10;7;6;10;casa;proprio;1;1;3;2;1a2SM;1a2SM;analfabeto;Agricultor;analfabeto;Agricultora;5-ruidopouco;5;95;Marina Russo;01h00min39seg;11;11;6
A;A;S;AP;AP;S;coisa | S aí sempre tem;aqueles <A>;dono de camelô que são;aqueles;a-'ke-le$;e;meia.fechada;anterior;mais.anterior;menos.posterior;d;coronal;sonora;atona;final;pronomedemons;pronome;gramatical;sim;sim;nao;conversa;PBCP_2018MA-_JonasP;2018;00:34:24.555;MA-;PB;JonasP;masculino;23;1a;medio;medio.superior;Agricultor;2,17;C2;baixa;media;17;19-;6;9-;26;de1a2quartos;Nova Holinda;EngenheiroCoelho;trabalho;maioria;varios;alguns;alguns;tododia;nunca;todo.dia;menos1xano;estado.origem;10;0;10;10;9;10;casa;alugado;2;1;3;2;1a2SM;1a2SM;NC;NC;NC;NC;3-ruidomedio;5;91;Marina Russo;00h52min16seg;10;10;9
A;A;S;AP;AP;S;o industrial <A> | S são;aqueles <A>;grandão lá que eles <A>;aqueles;a-'ke-le$;e;meia.fechada;anterior;mais.anterior;menos.posterior;g;dorsal.labial;sonora;atona;final;pronomedemons;pronome;gramatical;sim;sim;nao;conversa;PBCP_2018MB+_MatheusA;2018;00:34:48.220;MB+;PB;MatheusA;masculino;50;2a.3a;fund1;fund;Trabalha com a parte industrial em empresa;2,17;C2;baixa;media;20;20+;30;10+;60;maismetade;Soledade;Paulinia;trabalho;metade;alguns;nao;alguns;1xmes;nunca;todo.dia;1xano;estado.origem;9;9;10;8;3;9;casa;proprio;3+;3+;4;2;2a4SM;2a4SM;NC;Falecido;NC;Aposentada;5-ruidopouco;5;99;Fernanda Guirelli;01h05min23seg;7;7;8
A;A;S;AP;AP;S;ali em trinta te/ descarrega <A>;aqueles <A>;caminhão | S eles <A>;aqueles;a-'ke-le$;e;meia.fechada;anterior;mais.anterior;menos.posterior;k;dorsal.labial;surda;atona;final;pronomedemons;pronome;gramatical;sim;sim;nao;conversa;PBCP_2018MB+_MatheusA;2018;00:34:50.714;MB+;PB;MatheusA;masculino;50;2a.3a;fund1;fund;Trabalha com a parte industrial em empresa;2,17;C2;baixa;media;20;20+;30;10+;60;maismetade;Soledade;Paulinia;trabalho;metade;alguns;nao;alguns;1xmes;nunca;todo.dia;1xano;estado.origem;9;9;10;8;3;9;casa;proprio;3+;3+;4;2;2a4SM;2a4SM;NC;Falecido;NC;Aposentada;5-ruidopouco;5;99;Fernanda Guirelli;01h05min23seg;7;7;8
A;A;S;AP;AP;S;eu já escutei <A> os <A>;argentinos <A>;| D1 argentino? | S;argentinos;ar-ZE-'ti-no$;o;meia.fechada;posterior;menos.anterior;mais.posterior;#;#;#;atona;final;substantivo;substantivo;lexical;sim;sim;nao;conversa;ALCP_2018MB-_ArthurG;2018;00:34:53.231;MB-;AL;ArthurG;masculino;36;2a.3a;medio;medio.superior;Serviços gerais em um restaurante;2,88;C1;media;media;36;20+;0;9-;0;ate1quarto;Arapiraca;Holambra;trabalho;maioria;alguns;nao;nao;nunca;sempre;nunca;nunca;estado.origem;10;1;10;2;5;7;casa;alugado;3+;3+;1;1;10a20SM;10a20SM;analfabeto;agricultor;analfabeto;agricultora;3-ruidomedio;3;81;Marina Russo;00h42min15seg;5;5;4
A;A;S;AP;AP;S;carioca | S carioca e ele;arrasta <A>;que Deus <H> me livre;arrasta;a-'ha$-ta;a;aberta;central;menos.anterior;menos.posterior;t;coronal;surda;tonica;medial;verbo;verbo;lexical;nao;nao;nao;conversa;ALCP_2018MB+_EraldoF;2018;00:34:53.231;MB+;AL;EraldoF;masculino;38;2a.3a;fund1;fund;Mecânico;1,54;E;baixa;baixa;21;20+;17;10+;45;de1a2quartos;Jaramataia;Campinas;trabalho;nenhum;nao;alguns;varios;tododia;sempre;1xsemana;menos1xano;SP;9;1;9;10;10;10;casa;proprio;2;NC;3;2;1a2SM;2a4SM;analfabeto;aposentado–trabalhadorrural;analfabeto;aposentada–NC;5-ruidopouco;5;96;Eneida Leal;00h45min26seg;3;7;8
A;A;S;AP;AP;S;a fala mais/ <A> eles <A>;arrastam <A>;bem mais <A> bem mais;arrastam;a-'ha$-tA;a;aberta;central;menos.anterior;menos.posterior;t;coronal;surda;tonica;medial;verbo;verbo;lexical;nao;nao;nao;conversa;PBCP_2018FA+_RitaS;2018;00:34:55.356;FA+;PB;RitaS;feminino;40;2a.3a;medio;medio.superior;Administradora (trabalha em casa);2,25;C2;baixa;media;9;19-;29;10+;73;maismetade;Soledade;Paulinia;familia;metade;nao;nao;nao;1xsemana;sempre;1xsemana;nunca;outro;7;7;7;10;8;6;casa;proprio;3+;2;2;1;1a2SM;1a2SM;NC;Aposentado;NC;Donadecasa;5-ruidopouco;5;94;Fernanda Guirelli;00h48min47seg;6;6;6
A;A;S;AP;AP;S;D1 ah | S vai se;arrastando <A>;ou sai alguma palavra que;arrastando;a-ha$-'tA-do;a;aberta;central;menos.anterior;menos.posterior;t;coronal;surda;atona;medial;verbo;verbo;lexical;nao;nao;nao;conversa;PBCP_2018FB-_LucianaB;2018;00:35:00.743;FB-;PB;LucianaB;feminino;27;1a;superior;medio.superior;Operadora de caixa;2,38;C2;baixa;media;22;20+;6;9-;22;ate1quarto;Sousa;Campinas;familia;maioria;nao;varios;nao;1xmes;sempre;todo.dia;nunca;outro;10;8;10;7;6;10;casa;proprio;1;1;3;2;1a2SM;1a2SM;analfabeto;Agricultor;analfabeto;Agricultora;5-ruidopouco;5;95;Marina Russo;01h00min39seg;11;11;6
A;A;S;AP;AP;S;| S é tem gente que;arrisca <A>;né | S dá dinheiro;arrisca;a-'hi$-ka;i;fechada;anterior;mais.anterior;menos.posterior;k;dorsal.labial;surda;tonica;medial;verbo;verbo;lexical;nao;nao;nao;conversa;PBCP_2017FB+_RoselinaM;2017;00:35:14.453;FB+;PB;RoselinaM;feminino;41;2a.3a;fund2;fund;Diarista;1,83;D;baixa;baixa;23;20+;18;10+;44;de1a2quartos;Soledade;Paulinia;trabalho;poucos;alguns;nao;nao;1xsemana;nunca;todo.dia;nunca;outro;10;3;10;10;8;10;casa;proprio;3+;3+;4;2;1a2SM;2a4SM;NC;Aposentado;NC;Aposentada;4-ruidobaixo;5;97;Fernanda Guirelli;00h48min17seg;4;4;5
A;A;S;AP;AP;S;aí eu falei então não vou;arriscar <A>;também não | D1 mas;arriscar;a-hi$-'kar;i;fechada;anterior;mais.anterior;menos.posterior;k;dorsal.labial;surda;atona;medial;verbo;verbo;lexical;nao;nao;nao;conversa;PBCP_2018MB+_MatheusA;2018;00:35:14.453;MB+;PB;MatheusA;masculino;50;2a.3a;fund1;fund;Trabalha com a parte industrial em empresa;2,17;C2;baixa;media;20;20+;30;10+;60;maismetade;Soledade;Paulinia;trabalho;metade;alguns;nao;alguns;1xmes;nunca;todo.dia;1xano;estado.origem;9;9;10;8;3;9;casa;proprio;3+;3+;4;2;2a4SM;2a4SM;NC;Falecido;NC;Aposentada;5-ruidopouco;5;99;Fernanda Guirelli;01h05min23seg;7;7;8
0;NA;0;NA;0;S;vê mais <A> jantar | S;arroz <0>;macarrão feijão alguma | S;arroz;a-'ho$;o;meia.fechada;posterior;menos.anterior;mais.posterior;m;dorsal.labial;sonora;tonica;final;substantivo;substantivo;lexical;nao;nao;nao;conversa;ALCP_2018FB-_VeronicaS;2018;00:35:14.453;FB-;AL;VeronicaS;feminino;42;2a.3a;fund2;fund;faz tudo em uma empresa que produz isopor;2,38;C2;baixa;media;38;20+;4;9-;10;ate1quarto;Marechal Deodoro;Holambra;trabalho;poucos;varios;alguns;alguns;tododia;nunca;todo.dia;nunca;SP;10;5;10;10;8;10;casa;alugado;3+;2;6+;NC;4a10SM;4a10SM;NC;vigilante;NC;donadecasa;2-ruidoalto;5;94;Andreza Parra;01h01min47seg;5;7;6
0;NA;0;NA;0;S;| S cuscuz <A> <0> feijão;arroz <0>;macarrão | S tudo junto;arroz;a-'ho$;o;meia.fechada;posterior;menos.anterior;mais.posterior;m;dorsal.labial;sonora;tonica;final;substantivo;substantivo;lexical;nao;nao;nao;conversa;ALCP_2018FB-_VeronicaS;2018;00:35:14.453;FB-;AL;VeronicaS;feminino;42;2a.3a;fund2;fund;faz tudo em uma empresa que produz isopor;2,38;C2;baixa;media;38;20+;4;9-;10;ate1quarto;Marechal Deodoro;Holambra;trabalho;poucos;varios;alguns;alguns;tododia;nunca;todo.dia;nunca;SP;10;5;10;10;8;10;casa;alugado;3+;2;6+;NC;4a10SM;4a10SM;NC;vigilante;NC;donadecasa;2-ruidoalto;5;94;Andreza Parra;01h01min47seg;5;7;6
0;NA;0;NA;0;S;coloca cuscuz <A> <0> mandioca feijão;arroz <0>;| S se você ver;arroz;a-'ho$;o;meia.fechada;posterior;menos.anterior;mais.posterior;#;#;#;tonica;final;substantivo;substantivo;lexical;nao;nao;nao;conversa;ALCP_2018FB-_VeronicaS;2018;00:35:19.905;FB-;AL;VeronicaS;feminino;42;2a.3a;fund2;fund;faz tudo em uma empresa que produz isopor;2,38;C2;baixa;media;38;20+;4;9-;10;ate1quarto;Marechal Deodoro;Holambra;trabalho;poucos;varios;alguns;alguns;tododia;nunca;todo.dia;nunca;SP;10;5;10;10;8;10;casa;alugado;3+;2;6+;NC;4a10SM;4a10SM;NC;vigilante;NC;donadecasa;2-ruidoalto;5;94;Andreza Parra;01h01min47seg;5;7;6
A;A;S;AP;AP;S;tapando um | S comprando o;arroz <A>;compra o feijão já vai;arroz;a-'ho$;o;meia.fechada;posterior;menos.anterior;mais.posterior;k;dorsal.labial;surda;tonica;final;substantivo;substantivo;lexical;nao;nao;nao;conversa;ALCP_2018MB+_AlbertoS;2018;00:35:32.660;MB+;AL;AlbertoS;masculino;39;2a.3a;fund1;fund;Autônomo;2,09;C2;baixa;media;27;20+;13;10+;33;de1a2quartos;Campo Grande;Campinas;trabalho;maioria;varios;nao;alguns;tododia;sempre;1xsemana;1xano;outro;7;3;8;;6;10;casa;proprio;3+;1;4;2;2a4SM;2a4SM;fund1;Agricultor-falecido;analfabeto;Agricultora-falecida;5-ruidopouco;5;96;Fernanda Guirelli;01h05min31seg;10;10;9
A;A;S;AP;AP;S;churrasqueira | S faço comida faço;arroz <A>;faço feijão | S passo;arroz;a-'ho$;o;meia.fechada;posterior;menos.anterior;mais.posterior;f;dorsal.labial;surda;tonica;final;substantivo;substantivo;lexical;nao;nao;nao;conversa;ALCP_2018MB+_AlbertoS;2018;00:35:37.537;MB+;AL;AlbertoS;masculino;39;2a.3a;fund1;fund;Autônomo;2,09;C2;baixa;media;27;20+;13;10+;33;de1a2quartos;Campo Grande;Campinas;trabalho;maioria;varios;nao;alguns;tododia;sempre;1xsemana;1xano;outro;7;3;8;;6;10;casa;proprio;3+;1;4;2;2a4SM;2a4SM;fund1;Agricultor-falecido;analfabeto;Agricultora-falecida;5-ruidopouco;5;96;Fernanda Guirelli;01h05min31seg;10;10;9
A;A;S;AP;AP;S;<A> amigo eu tinha que cumprir;as <A>;coisa que tinha dentro de;as;a$;a;aberta;central;menos.anterior;menos.posterior;k;dorsal.labial;surda;atona;final;artigodef;artigo;gramatical;sim;sim;nao;conversa;ALCP_2016MA+_JefersonL;2016;00:35:39.954;MA+;AL;JefersonL;masculino;32;1a;fund1;fund;Construtor-pedreiro;1,47;E;baixa;baixa;15;19-;17;10+;53;maismetade;Coité do Noia;Sumare;trabalho;nenhum;nao;nao;varios;1xsemana;sempre;1xsemana;nunca;outro;10;5;10;9;7;10;casa;alugado;2;1;4;2;1a2SM;1a2SM;analfabeto;Agricultor;fund1;Doméstica;NA;NA;NA;Livia Oushiro (2018)/Lucas Eberle (2016);00h31min46seg;2;2;6
A;A;S;AP;AP;S;rápido porque o pessoal não enxerga;as <A>;coisa | S água tem;as;a$;a;aberta;central;menos.anterior;menos.posterior;k;dorsal.labial;surda;atona;final;artigodef;artigo;gramatical;sim;sim;nao;conversa;ALCP_2016MA+_JefersonL;2016;00:35:56.793;MA+;AL;JefersonL;masculino;32;1a;fund1;fund;Construtor-pedreiro;1,47;E;baixa;baixa;15;19-;17;10+;53;maismetade;Coité do Noia;Sumare;trabalho;nenhum;nao;nao;varios;1xsemana;sempre;1xsemana;nunca;outro;10;5;10;9;7;10;casa;alugado;2;1;4;2;1a2SM;1a2SM;analfabeto;Agricultor;fund1;Doméstica;NA;NA;NA;Livia Oushiro (2018)/Lucas Eberle (2016);00h31min46seg;2;2;6
A;A;S;AP;AP;S;arrumar a casa tinha que fazer;as <A>;coisa assim | S pra;as;a$;a;aberta;central;menos.anterior;menos.posterior;k;dorsal.labial;surda;atona;final;artigodef;artigo;gramatical;sim;sim;nao;conversa;ALCP_2016MA+_JefersonL;2016;00:35:56.793;MA+;AL;JefersonL;masculino;32;1a;fund1;fund;Construtor-pedreiro;1,47;E;baixa;baixa;15;19-;17;10+;53;maismetade;Coité do Noia;Sumare;trabalho;nenhum;nao;nao;varios;1xsemana;sempre;1xsemana;nunca;outro;10;5;10;9;7;10;casa;alugado;2;1;4;2;1a2SM;1a2SM;analfabeto;Agricultor;fund1;Doméstica;NA;NA;NA;Livia Oushiro (2018)/Lucas Eberle (2016);00h31min46seg;2;2;6
A;A;S;AP;AP;S;<A> hoje | S os <A>;as <A>;menina hoje têm tudo eh;as;a$;a;aberta;central;menos.anterior;menos.posterior;m;dorsal.labial;sonora;atona;final;artigodef;artigo;gramatical;sim;sim;nao;conversa;ALCP_2016MA+_JefersonL;2016;00:35:59.646;MA+;AL;JefersonL;masculino;32;1a;fund1;fund;Construtor-pedreiro;1,47;E;baixa;baixa;15;19-;17;10+;53;maismetade;Coité do Noia;Sumare;trabalho;nenhum;nao;nao;varios;1xsemana;sempre;1xsemana;nunca;outro;10;5;10;9;7;10;casa;alugado;2;1;4;2;1a2SM;1a2SM;analfabeto;Agricultor;fund1;Doméstica;NA;NA;NA;Livia Oushiro (2018)/Lucas Eberle (2016);00h31min46seg;2;2;6
